,Gender,Umur,Profesi,Penghasilan,Frekuensi Belanja Online,Fashion,Groceries,HP,PC,Elektronik,Kosmetik,Makanan,Pulsa,Pesawat,Kereta,Hobi,Hotel,Konser,Wisata,Bioskop,Kendaraan Umum,Preferensi Toko Online 1,Preferensi Toko Online 2,Preferensi Toko Online 3,Preferensi Booking Online 1,Preferensi Booking Online 2,Preferensi Booking Online 3,Gojek Motor,Grab Motor,Uber Motor,Gojek Car,Uber Car,Grab Car,Grab Taxi
98,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
99,1.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,11.0,2.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
100,1.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,11.0,14.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
101,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,11.0,1.0,6.0,13.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
102,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,11.0,0.0,0.0,2.0,4.0,11.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
103,2.0,6.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
104,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,11.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
105,1.0,3.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,8.0,2.0,10.0,14.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
106,1.0,6.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
107,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,11.0,2.0,5.0,14.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
108,2.0,6.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,6.0,1.0,2.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
109,2.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,11.0,2.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
110,1.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
111,2.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
112,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,9.0,11.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
113,1.0,6.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,11.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
114,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,11.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
115,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,7.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,2.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
117,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,7.0,11.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
118,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,9.0,11.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
119,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
120,1.0,4.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,11.0,2.0,6.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
121,1.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,6.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
122,1.0,6.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,7.0,11.0,1.0,6.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
123,0.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
124,1.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,11.0,1.0,2.0,13.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
125,1.0,6.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,0.0,1.0,6.0,13.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
126,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
127,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,11.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
128,1.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
129,1.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,11.0,8.0,9.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
130,1.0,6.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
131,1.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,8.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
132,1.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,8.0,0.0,8.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
133,2.0,5.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,11.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
134,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,7.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
135,1.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,13.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
136,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
137,1.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,11.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
138,1.0,5.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,11.0,2.0,6.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
139,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,2.0,3.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
140,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,11.0,2.0,3.0,11.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
141,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,11.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
142,2.0,5.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,9.0,1.0,2.0,11.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
143,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,11.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
144,2.0,5.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,8.0,2.0,8.0,10.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
145,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
146,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
147,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,11.0,2.0,6.0,12.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
148,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,11.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
149,2.0,6.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
150,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,8.0,3.0,6.0,9.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0
151,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,11.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
152,2.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,11.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0
153,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,11.0,0.0,2.0,10.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
154,1.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
155,2.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,9.0,2.0,6.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
156,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
157,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,11.0,1.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,11.0,1.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
159,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,3.0,11.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
160,2.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,9.0,11.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
161,2.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
162,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,11.0,0.0,2.0,13.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
163,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,11.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
164,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,11.0,1.0,2.0,12.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0
165,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,11.0,2.0,6.0,8.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
166,2.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,11.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
167,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,2.0,3.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
168,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,7.0,0.0,2.0,9.0,12.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0
169,1.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,6.0,8.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
170,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
171,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,11.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
172,1.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,8.0,0.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
173,1.0,6.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,8.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
174,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,2.0,6.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
175,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,11.0,2.0,6.0,9.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
176,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,11.0,2.0,4.0,13.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
177,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,11.0,2.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
178,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,11.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
179,1.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,8.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0
180,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,11.0,1.0,2.0,13.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
182,1.0,4.0,0.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,2.0,3.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
183,1.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
184,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,11.0,0.0,2.0,13.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
185,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,8.0,2.0,5.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
186,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,8.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,11.0,0.0,2.0,8.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
188,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,11.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
189,1.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0
190,0.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,2.0,11.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
191,1.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,8.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,11.0,0.0,0.0,2.0,6.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
193,1.0,5.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,8.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
194,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
195,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,11.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
196,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,11.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
